study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	library_strategy	library_source	experiment_title	study_title	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	sample_title
PRJEB30958	SAMEA5242794	ERS3050196	ERX3151416	ERR3090589	9606	Homo sapiens	Illumina HiSeq 2500	S08_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090589/ERR3090589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090589/ERR3090589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090589/mirs_077_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090589/mirs_077_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090589	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090589			mirs_077	classifiedReads
PRJEB30958	SAMEA5242795	ERS3050197	ERX3151417	ERR3090590	9606	Homo sapiens	Illumina HiSeq 2500	S08_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090590/ERR3090590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090590/ERR3090590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090590/mirs_078_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090590/mirs_078_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090590	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090590			mirs_078	classifiedReads
PRJEB30958	SAMEA5242796	ERS3050198	ERX3151418	ERR3090591	9606	Homo sapiens	Illumina HiSeq 2500	S08_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090591/ERR3090591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090591/ERR3090591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090591/mirs_079_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090591/mirs_079_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090591	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090591			mirs_079	classifiedReads
PRJEB30958	SAMEA5242797	ERS3050199	ERX3151419	ERR3090592	9606	Homo sapiens	Illumina HiSeq 2500	S09_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090592/ERR3090592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090592/ERR3090592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090592/mirs_080_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090592/mirs_080_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090592	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090592			mirs_080	classifiedReads
PRJEB30958	SAMEA5242798	ERS3050200	ERX3151420	ERR3090593	9606	Homo sapiens	Illumina HiSeq 2500	S09_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090593/ERR3090593.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090593/ERR3090593.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090593/mirs_081_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090593/mirs_081_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090593	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090593			mirs_081	classifiedReads
PRJEB30958	SAMEA5242799	ERS3050201	ERX3151421	ERR3090594	9606	Homo sapiens	Illumina HiSeq 2500	S09_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090594/ERR3090594.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090594/ERR3090594.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090594/mirs_082_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090594/mirs_082_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090594	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090594			mirs_082	classifiedReads
PRJEB30958	SAMEA5242800	ERS3050202	ERX3151422	ERR3090595	9606	Homo sapiens	Illumina HiSeq 2500	S09_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090595/ERR3090595.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090595/ERR3090595.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090595/mirs_083_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090595/mirs_083_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090595	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090595			mirs_083	classifiedReads
PRJEB30958	SAMEA5242801	ERS3050203	ERX3151423	ERR3090596	9606	Homo sapiens	Illumina HiSeq 2500	S09_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090596/ERR3090596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090596/ERR3090596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090596/mirs_084_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090596/mirs_084_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090596	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090596			mirs_084	classifiedReads
PRJEB30958	SAMEA5242802	ERS3050204	ERX3151424	ERR3090597	9606	Homo sapiens	Illumina HiSeq 2500	S09_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090597/ERR3090597.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090597/ERR3090597.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090597/mirs_085_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090597/mirs_085_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090597	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090597			mirs_085	classifiedReads
PRJEB30958	SAMEA5242803	ERS3050205	ERX3151425	ERR3090598	9606	Homo sapiens	Illumina HiSeq 2500	S09_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090598/ERR3090598.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090598/ERR3090598.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090598/mirs_086_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090598/mirs_086_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090598	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090598			mirs_086	classifiedReads
PRJEB30958	SAMEA5242804	ERS3050206	ERX3151426	ERR3090599	9606	Homo sapiens	Illumina HiSeq 2500	S10_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090599/ERR3090599.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090599/ERR3090599.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090599/mirs_087_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090599/mirs_087_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090599	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090599			mirs_087	classifiedReads
PRJEB30958	SAMEA5242805	ERS3050207	ERX3151427	ERR3090600	9606	Homo sapiens	Illumina HiSeq 2500	S10_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090600/ERR3090600.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090600/ERR3090600.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090600/mirs_088_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090600/mirs_088_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090600	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090600			mirs_088	classifiedReads
PRJEB30958	SAMEA5242806	ERS3050208	ERX3151428	ERR3090601	9606	Homo sapiens	Illumina HiSeq 2500	S10_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090601/ERR3090601.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090601/ERR3090601.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090601/mirs_089_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090601/mirs_089_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090601	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090601			mirs_089	classifiedReads
PRJEB30958	SAMEA5242807	ERS3050209	ERX3151429	ERR3090602	9606	Homo sapiens	Illumina HiSeq 2500	S10_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090602/ERR3090602.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090602/ERR3090602.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090602/mirs_090_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090602/mirs_090_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090602	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090602			mirs_090	classifiedReads
PRJEB30958	SAMEA5242808	ERS3050210	ERX3151430	ERR3090603	9606	Homo sapiens	Illumina HiSeq 2500	S11_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090603/ERR3090603.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090603/ERR3090603.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090603/mirs_092_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090603/mirs_092_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090603	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090603			mirs_092	classifiedReads
PRJEB30958	SAMEA5242809	ERS3050211	ERX3151431	ERR3090604	9606	Homo sapiens	Illumina HiSeq 2500	S11_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090604/ERR3090604.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090604/ERR3090604.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090604/mirs_093_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090604/mirs_093_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090604	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090604			mirs_093	classifiedReads
PRJEB30958	SAMEA5242810	ERS3050212	ERX3151432	ERR3090605	9606	Homo sapiens	Illumina HiSeq 2500	S11_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090605/ERR3090605.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090605/ERR3090605.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090605/mirs_094_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090605/mirs_094_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090605	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090605			mirs_094	classifiedReads
PRJEB30958	SAMEA5242811	ERS3050213	ERX3151433	ERR3090606	9606	Homo sapiens	Illumina HiSeq 2500	S12_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090606/ERR3090606.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090606/ERR3090606.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090606/mirs_095_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090606/mirs_095_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090606	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090606			mirs_095	classifiedReads
PRJEB30958	SAMEA5242812	ERS3050214	ERX3151434	ERR3090607	9606	Homo sapiens	Illumina HiSeq 2500	S12_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090607/ERR3090607.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090607/ERR3090607.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090607/mirs_096_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090607/mirs_096_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090607	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090607			mirs_096	classifiedReads
PRJEB30958	SAMEA5242813	ERS3050215	ERX3151435	ERR3090608	9606	Homo sapiens	Illumina HiSeq 2500	S12_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090608/ERR3090608.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090608/ERR3090608.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090608/mirs_097_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090608/mirs_097_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090608	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090608			mirs_097	classifiedReads
PRJEB30958	SAMEA5242814	ERS3050216	ERX3151436	ERR3090609	9606	Homo sapiens	Illumina HiSeq 2500	S12_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090609/ERR3090609.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090609/ERR3090609.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090609/mirs_098_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090609/mirs_098_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090609	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090609			mirs_098	classifiedReads
PRJEB30958	SAMEA5242815	ERS3050217	ERX3151437	ERR3090610	9606	Homo sapiens	Illumina HiSeq 2500	S13_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090610/ERR3090610.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090610/ERR3090610.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090610/mirs_099_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090610/mirs_099_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090610	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090610			mirs_099	classifiedReads
PRJEB30958	SAMEA5242816	ERS3050218	ERX3151438	ERR3090611	9606	Homo sapiens	Illumina HiSeq 2500	S13_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090611/ERR3090611.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090611/ERR3090611.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090611/mirs_100_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090611/mirs_100_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090611	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090611			mirs_100	classifiedReads
PRJEB30958	SAMEA5242817	ERS3050219	ERX3151439	ERR3090612	9606	Homo sapiens	Illumina HiSeq 2500	S13_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090612/ERR3090612.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090612/ERR3090612.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090612/mirs_101_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090612/mirs_101_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090612	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090612			mirs_101	classifiedReads
PRJEB30958	SAMEA5242818	ERS3050220	ERX3151440	ERR3090613	9606	Homo sapiens	Illumina HiSeq 2500	S13_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090613/ERR3090613.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090613/ERR3090613.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090613/mirs_102_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090613/mirs_102_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090613	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090613			mirs_102	classifiedReads
PRJEB30958	SAMEA5242819	ERS3050221	ERX3151441	ERR3090614	9606	Homo sapiens	Illumina HiSeq 2500	S13_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090614/ERR3090614.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090614/ERR3090614.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090614/mirs_103_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090614/mirs_103_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090614	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090614			mirs_103	classifiedReads
PRJEB30958	SAMEA5242820	ERS3050222	ERX3151442	ERR3090615	9606	Homo sapiens	Illumina HiSeq 2500	S13_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090615/ERR3090615.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090615/ERR3090615.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090615/mirs_104_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090615/mirs_104_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090615	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090615			mirs_104	classifiedReads
PRJEB30958	SAMEA5242821	ERS3050223	ERX3151443	ERR3090616	9606	Homo sapiens	Illumina HiSeq 2500	S13_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090616/ERR3090616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090616/ERR3090616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090616/mirs_105_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090616/mirs_105_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090616	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090616			mirs_105	classifiedReads
PRJEB30958	SAMEA5242822	ERS3050224	ERX3151444	ERR3090617	9606	Homo sapiens	Illumina HiSeq 2500	S14_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090617/ERR3090617.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090617/ERR3090617.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090617/mirs_106_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090617/mirs_106_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090617	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090617			mirs_106	classifiedReads
PRJEB30958	SAMEA5242823	ERS3050225	ERX3151445	ERR3090618	9606	Homo sapiens	Illumina HiSeq 2500	S14_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090618/ERR3090618.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090618/ERR3090618.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090618/mirs_107_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090618/mirs_107_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090618	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090618			mirs_107	classifiedReads
